APVA Transition Context Matrix Study v0.1 - Aggregate
Research only. No trades, entries/exits, optimization, fitting, or machine learning.
Instruments: 6E, CL, NQ

Aggregate Baseline Table
CurrentState | AgeBucket | Horizon | NextState | Count_6E | Prob_6E | Lift_6E | Count_CL | Prob_CL | Lift_CL | Count_NQ | Prob_NQ | Lift_NQ | ValidInstrumentCount | MeanProbability | MeanLift
CompressionProcessing | 5 | t+2 | DecayToNeutral | 16 | 5.67% | 1.3462 | 1 | 8.33% | 2.1699 | 0 | N/A | N/A | 2 | 7.00% | 1.7581
CompressionProcessing | 5 | t+2 | DestructiveRotation | 9 | 3.19% | 1.1870 | 0 | N/A | N/A | 1 | 12.50% | 3.0506 | 1 | 3.19% | 1.1870
CompressionProcessing | 5 | t+2 | ExhaustionPersistence | 13 | 4.61% | 0.8627 | 3 | 25.00% | 3.8097 | 0 | N/A | N/A | 2 | 14.80% | 2.3362
CompressionProcessing | 5 | t+2 | MixedStructure | 24 | 8.51% | 0.8178 | 1 | 8.33% | 0.7163 | 0 | N/A | N/A | 2 | 8.42% | 0.7671
CompressionProcessing | 5 | t+2 | NeutralProcessing | 88 | 31.21% | 0.6475 | 3 | 25.00% | 0.5246 | 3 | 37.50% | 0.7408 | 2 | 28.10% | 0.5861
CompressionProcessing | 5 | t+2 | ReassertionProcessing | 13 | 4.61% | 0.8082 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 4.61% | 0.8082
CompressionProcessing | 5 | t+2 | RecoveryResolution | 11 | 3.90% | 0.8109 | 2 | 16.67% | 2.7937 | 1 | 12.50% | 3.5441 | 2 | 10.28% | 1.8023
CompressionProcessing | 5 | t+3 | CompressionProcessing | 79 | 28.01% | 1.5221 | 2 | 16.67% | 1.2767 | 2 | 25.00% | 2.3500 | 2 | 22.34% | 1.3994
CompressionProcessing | 5 | t+3 | DecayToNeutral | 17 | 6.03% | 1.4303 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 6.03% | 1.4303
CompressionProcessing | 5 | t+3 | DestructiveRotation | 9 | 3.19% | 1.1869 | 1 | 8.33% | 2.6597 | 1 | 12.50% | 3.0491 | 2 | 5.76% | 1.9233
CompressionProcessing | 5 | t+3 | ExhaustionPersistence | 15 | 5.32% | 0.9954 | 2 | 16.67% | 2.5388 | 0 | N/A | N/A | 2 | 10.99% | 1.7671
CompressionProcessing | 5 | t+3 | MixedStructure | 37 | 13.12% | 1.2612 | 1 | 8.33% | 0.7184 | 0 | N/A | N/A | 2 | 10.73% | 0.9898
CompressionProcessing | 5 | t+3 | NeutralProcessing | 94 | 33.33% | 0.6916 | 3 | 25.00% | 0.5245 | 4 | 50.00% | 0.9872 | 2 | 29.17% | 0.6080
CompressionProcessing | 5 | t+3 | ReassertionProcessing | 9 | 3.19% | 0.5595 | 1 | 8.33% | 1.0793 | 0 | N/A | N/A | 2 | 5.76% | 0.8194
CompressionProcessing | 5 | t+3 | RecoveryResolution | 22 | 7.80% | 1.6218 | 2 | 16.67% | 2.7927 | 1 | 12.50% | 3.5423 | 2 | 12.23% | 2.2072
CompressionProcessing | 5 | t+5 | CompressionProcessing | 60 | 21.28% | 1.1560 | 2 | 16.67% | 1.2757 | 2 | 25.00% | 2.3476 | 2 | 18.97% | 1.2158
CompressionProcessing | 5 | t+5 | ConstructiveEmergence | 1 | 0.35% | 1.5062 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 0.35% | 1.5062
CompressionProcessing | 5 | t+5 | DecayToNeutral | 7 | 2.48% | 0.5889 | 0 | N/A | N/A | 1 | 12.50% | 2.7980 | 1 | 2.48% | 0.5889
CompressionProcessing | 5 | t+5 | DestructiveRotation | 5 | 1.77% | 0.6594 | 1 | 8.33% | 2.6577 | 0 | N/A | N/A | 2 | 5.05% | 1.6586
CompressionProcessing | 5 | t+5 | ExhaustionPersistence | 18 | 6.38% | 1.1944 | 1 | 8.33% | 1.2685 | 0 | N/A | N/A | 2 | 7.36% | 1.2315
CompressionProcessing | 5 | t+5 | MixedStructure | 24 | 8.51% | 0.8182 | 2 | 16.67% | 1.4403 | 0 | N/A | N/A | 2 | 12.59% | 1.1293
CompressionProcessing | 5 | t+5 | NeutralProcessing | 127 | 45.04% | 0.9345 | 3 | 25.00% | 0.5245 | 5 | 62.50% | 1.2340 | 2 | 35.02% | 0.7295
CompressionProcessing | 5 | t+5 | ReassertionProcessing | 23 | 8.16% | 1.4298 | 2 | 16.67% | 2.1570 | 0 | N/A | N/A | 2 | 12.41% | 1.7934
CompressionProcessing | 5 | t+5 | RecoveryResolution | 17 | 6.03% | 1.2531 | 1 | 8.33% | 1.3953 | 0 | N/A | N/A | 2 | 7.18% | 1.3242
CompressionProcessing | 6-10 | t+1 | CompressionProcessing | 123 | 49.80% | 2.7058 | 1 | 16.67% | 1.2776 | 6 | 66.67% | 6.2732 | 1 | 49.80% | 2.7058
CompressionProcessing | 6-10 | t+1 | DecayToNeutral | 13 | 5.26% | 1.2488 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 5.26% | 1.2488
CompressionProcessing | 6-10 | t+1 | DestructiveRotation | 2 | 0.81% | 0.3012 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 0.81% | 0.3012
CompressionProcessing | 6-10 | t+1 | ExhaustionPersistence | 16 | 6.48% | 1.2123 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 6.48% | 1.2123
CompressionProcessing | 6-10 | t+1 | MixedStructure | 16 | 6.48% | 0.6223 | 1 | 16.67% | 1.4286 | 0 | N/A | N/A | 1 | 6.48% | 0.6223
CompressionProcessing | 6-10 | t+1 | NeutralProcessing | 63 | 25.51% | 0.5293 | 3 | 50.00% | 1.0497 | 2 | 22.22% | 0.4392 | 1 | 25.51% | 0.5293
CompressionProcessing | 6-10 | t+1 | ReassertionProcessing | 2 | 0.81% | 0.1420 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 0.81% | 0.1420
CompressionProcessing | 6-10 | t+1 | RecoveryResolution | 12 | 4.86% | 1.0100 | 1 | 16.67% | 2.7948 | 1 | 11.11% | 3.1520 | 1 | 4.86% | 1.0100
CompressionProcessing | 6-10 | t+2 | CompressionProcessing | 93 | 37.65% | 2.0458 | 2 | 33.33% | 2.5543 | 4 | 44.44% | 4.1799 | 1 | 37.65% | 2.0458
CompressionProcessing | 6-10 | t+2 | DecayToNeutral | 22 | 8.91% | 2.1133 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 8.91% | 2.1133
CompressionProcessing | 6-10 | t+2 | DestructiveRotation | 1 | 0.40% | 0.1506 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 0.40% | 0.1506
CompressionProcessing | 6-10 | t+2 | ExhaustionPersistence | 18 | 7.29% | 1.3638 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 7.29% | 1.3638
CompressionProcessing | 6-10 | t+2 | MixedStructure | 26 | 10.53% | 1.0115 | 2 | 33.33% | 2.8654 | 0 | N/A | N/A | 1 | 10.53% | 1.0115
CompressionProcessing | 6-10 | t+2 | NeutralProcessing | 71 | 28.74% | 0.5965 | 2 | 33.33% | 0.6995 | 3 | 33.33% | 0.6585 | 1 | 28.74% | 0.5965
CompressionProcessing | 6-10 | t+2 | ReassertionProcessing | 4 | 1.62% | 0.2839 | 0 | N/A | N/A | 1 | 11.11% | 1.1968 | 1 | 1.62% | 0.2839
CompressionProcessing | 6-10 | t+2 | RecoveryResolution | 12 | 4.86% | 1.0100 | 0 | N/A | N/A | 1 | 11.11% | 3.1503 | 1 | 4.86% | 1.0100
CompressionProcessing | 6-10 | t+3 | CompressionProcessing | 69 | 27.94% | 1.5178 | 1 | 16.67% | 1.2767 | 3 | 33.33% | 3.1333 | 1 | 27.94% | 1.5178
CompressionProcessing | 6-10 | t+3 | DecayToNeutral | 15 | 6.07% | 1.4409 | 1 | 16.67% | 4.3382 | 0 | N/A | N/A | 1 | 6.07% | 1.4409
CompressionProcessing | 6-10 | t+3 | DestructiveRotation | 7 | 2.83% | 1.0540 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 2.83% | 1.0540
CompressionProcessing | 6-10 | t+3 | ExhaustionPersistence | 22 | 8.91% | 1.6668 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 8.91% | 1.6668
CompressionProcessing | 6-10 | t+3 | MixedStructure | 25 | 10.12% | 0.9729 | 1 | 16.67% | 1.4368 | 0 | N/A | N/A | 1 | 10.12% | 0.9729
CompressionProcessing | 6-10 | t+3 | NeutralProcessing | 89 | 36.03% | 0.7476 | 2 | 33.33% | 0.6993 | 5 | 55.56% | 1.0969 | 1 | 36.03% | 0.7476
CompressionProcessing | 6-10 | t+3 | ReassertionProcessing | 8 | 3.24% | 0.5678 | 0 | N/A | N/A | 1 | 11.11% | 1.1962 | 1 | 3.24% | 0.5678
CompressionProcessing | 6-10 | t+3 | RecoveryResolution | 12 | 4.86% | 1.0100 | 1 | 16.67% | 2.7927 | 0 | N/A | N/A | 1 | 4.86% | 1.0100
CompressionProcessing | 6-10 | t+5 | CompressionProcessing | 49 | 19.84% | 1.0778 | 1 | 16.67% | 1.2757 | 0 | N/A | N/A | 1 | 19.84% | 1.0778
CompressionProcessing | 6-10 | t+5 | ConstructiveEmergence | 1 | 0.40% | 1.7197 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 0.40% | 1.7197
CompressionProcessing | 6-10 | t+5 | DecayToNeutral | 12 | 4.86% | 1.1526 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 4.86% | 1.1526
CompressionProcessing | 6-10 | t+5 | DestructiveRotation | 8 | 3.24% | 1.2045 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 3.24% | 1.2045
CompressionProcessing | 6-10 | t+5 | ExhaustionPersistence | 28 | 11.34% | 2.1213 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 11.34% | 2.1213
CompressionProcessing | 6-10 | t+5 | MixedStructure | 31 | 12.55% | 1.2066 | 1 | 16.67% | 1.4403 | 0 | N/A | N/A | 1 | 12.55% | 1.2066
CompressionProcessing | 6-10 | t+5 | NeutralProcessing | 98 | 39.68% | 0.8232 | 4 | 66.67% | 1.3986 | 9 | 100.00% | 1.9744 | 1 | 39.68% | 0.8232
CompressionProcessing | 6-10 | t+5 | ReassertionProcessing | 4 | 1.62% | 0.2839 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 1.62% | 0.2839
CompressionProcessing | 6-10 | t+5 | RecoveryResolution | 16 | 6.48% | 1.3465 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 6.48% | 1.3465
CompressionProcessing | 11-20 | t+1 | CompressionProcessing | 2 | 40.00% | 2.1735 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | N/A | N/A
CompressionProcessing | 11-20 | t+1 | ExhaustionPersistence | 2 | 40.00% | 7.4860 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | N/A | N/A
CompressionProcessing | 11-20 | t+1 | RecoveryResolution | 1 | 20.00% | 4.1579 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | N/A | N/A
CompressionProcessing | 11-20 | t+2 | CompressionProcessing | 4 | 80.00% | 4.3468 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | N/A | N/A
CompressionProcessing | 11-20 | t+2 | ExhaustionPersistence | 1 | 20.00% | 3.7429 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | N/A | N/A
CompressionProcessing | 11-20 | t+3 | CompressionProcessing | 1 | 20.00% | 1.0867 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | N/A | N/A
CompressionProcessing | 11-20 | t+3 | DestructiveRotation | 1 | 20.00% | 7.4382 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | N/A | N/A
CompressionProcessing | 11-20 | t+3 | ExhaustionPersistence | 1 | 20.00% | 3.7428 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | N/A | N/A
CompressionProcessing | 11-20 | t+3 | NeutralProcessing | 2 | 40.00% | 0.8300 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | N/A | N/A
CompressionProcessing | 11-20 | t+5 | CompressionProcessing | 1 | 20.00% | 1.0866 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | N/A | N/A
CompressionProcessing | 11-20 | t+5 | DestructiveRotation | 1 | 20.00% | 7.4378 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | N/A | N/A
CompressionProcessing | 11-20 | t+5 | NeutralProcessing | 3 | 60.00% | 1.2450 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | N/A | N/A
ConstructiveEmergence | 1 | t+1 | CompressionProcessing | 6 | 7.23% | 0.3928 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 7.23% | 0.3928
ConstructiveEmergence | 1 | t+1 | DecayToNeutral | 11 | 13.25% | 3.1446 | 3 | 25.00% | 6.5121 | 1 | 7.14% | 1.6022 | 3 | 15.13% | 3.7530
ConstructiveEmergence | 1 | t+1 | MixedStructure | 39 | 46.99% | 4.5143 | 5 | 41.67% | 3.5716 | 9 | 64.29% | 5.7678 | 3 | 50.98% | 4.6179
ConstructiveEmergence | 1 | t+1 | NeutralProcessing | 27 | 32.53% | 0.6750 | 4 | 33.33% | 0.6998 | 4 | 28.57% | 0.5647 | 3 | 31.48% | 0.6465
ConstructiveEmergence | 1 | t+2 | CompressionProcessing | 7 | 8.43% | 0.4582 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 8.43% | 0.4582
ConstructiveEmergence | 1 | t+2 | DecayToNeutral | 8 | 9.64% | 2.2869 | 3 | 25.00% | 6.5097 | 2 | 14.29% | 3.2027 | 3 | 16.31% | 3.9998
ConstructiveEmergence | 1 | t+2 | DestructiveRotation | 2 | 2.41% | 0.8962 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 2.41% | 0.8962
ConstructiveEmergence | 1 | t+2 | ExhaustionPersistence | 4 | 4.82% | 0.9019 | 0 | N/A | N/A | 1 | 7.14% | 1.2870 | 2 | 5.98% | 1.0945
ConstructiveEmergence | 1 | t+2 | MixedStructure | 20 | 24.10% | 2.3156 | 5 | 41.67% | 3.5817 | 4 | 28.57% | 2.5741 | 3 | 31.44% | 2.8238
ConstructiveEmergence | 1 | t+2 | NeutralProcessing | 40 | 48.19% | 1.0000 | 4 | 33.33% | 0.6995 | 7 | 50.00% | 0.9877 | 3 | 43.84% | 0.8957
ConstructiveEmergence | 1 | t+2 | RecoveryResolution | 2 | 2.41% | 0.5009 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 2.41% | 0.5009
ConstructiveEmergence | 1 | t+3 | CompressionProcessing | 13 | 15.66% | 0.8510 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 15.66% | 0.8510
ConstructiveEmergence | 1 | t+3 | DecayToNeutral | 5 | 6.02% | 1.4293 | 0 | N/A | N/A | 1 | 7.14% | 1.6005 | 2 | 6.58% | 1.5149
ConstructiveEmergence | 1 | t+3 | DestructiveRotation | 4 | 4.82% | 1.7923 | 0 | N/A | N/A | 1 | 7.14% | 1.7423 | 2 | 5.98% | 1.7673
ConstructiveEmergence | 1 | t+3 | ExhaustionPersistence | 1 | 1.20% | 0.2255 | 2 | 16.67% | 2.5388 | 0 | N/A | N/A | 2 | 8.94% | 1.3821
ConstructiveEmergence | 1 | t+3 | MixedStructure | 20 | 24.10% | 2.3162 | 7 | 58.33% | 5.0287 | 3 | 21.43% | 1.9386 | 3 | 34.62% | 3.0945
ConstructiveEmergence | 1 | t+3 | NeutralProcessing | 36 | 43.37% | 0.9000 | 3 | 25.00% | 0.5245 | 8 | 57.14% | 1.1282 | 3 | 41.84% | 0.8509
ConstructiveEmergence | 1 | t+3 | RecoveryResolution | 4 | 4.82% | 1.0018 | 0 | N/A | N/A | 1 | 7.14% | 2.0242 | 2 | 5.98% | 1.5130
ConstructiveEmergence | 1 | t+5 | CompressionProcessing | 11 | 13.25% | 0.7200 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 13.25% | 0.7200
ConstructiveEmergence | 1 | t+5 | ConstructiveEmergence | 0 | N/A | N/A | 1 | 8.33% | 18.6042 | 0 | N/A | N/A | 1 | 8.33% | 18.6042
ConstructiveEmergence | 1 | t+5 | DecayToNeutral | 2 | 2.41% | 0.5717 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 2.41% | 0.5717
ConstructiveEmergence | 1 | t+5 | DestructiveRotation | 2 | 2.41% | 0.8961 | 1 | 8.33% | 2.6577 | 0 | N/A | N/A | 2 | 5.37% | 1.7769
ConstructiveEmergence | 1 | t+5 | ExhaustionPersistence | 3 | 3.61% | 0.6764 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 3.61% | 0.6764
ConstructiveEmergence | 1 | t+5 | MixedStructure | 9 | 10.84% | 1.0425 | 1 | 8.33% | 0.7202 | 0 | N/A | N/A | 2 | 9.59% | 0.8813
ConstructiveEmergence | 1 | t+5 | NeutralProcessing | 44 | 53.01% | 1.1000 | 8 | 66.67% | 1.3986 | 11 | 78.57% | 1.5513 | 3 | 66.08% | 1.3499
ConstructiveEmergence | 1 | t+5 | ReassertionProcessing | 9 | 10.84% | 1.9010 | 1 | 8.33% | 1.0785 | 1 | 7.14% | 0.7682 | 3 | 8.77% | 1.2492
ConstructiveEmergence | 1 | t+5 | RecoveryResolution | 3 | 3.61% | 0.7513 | 0 | N/A | N/A | 2 | 14.29% | 4.0441 | 2 | 8.95% | 2.3977
DecayToNeutral | 1 | t+1 | CompressionProcessing | 100 | 6.73% | 0.3657 | 2 | 1.94% | 0.1488 | 1 | 1.16% | 0.1094 | 3 | 3.28% | 0.2080
DecayToNeutral | 1 | t+1 | ConstructiveEmergence | 6 | 0.40% | 1.7152 | 1 | 0.97% | 2.1707 | 1 | 1.16% | 1.6022 | 3 | 0.85% | 1.8294
DecayToNeutral | 1 | t+1 | DestructiveRotation | 127 | 8.55% | 3.1787 | 11 | 10.68% | 3.4111 | 6 | 6.98% | 1.7036 | 3 | 8.73% | 2.7645
DecayToNeutral | 1 | t+1 | MixedStructure | 423 | 28.47% | 2.7348 | 26 | 25.24% | 2.1638 | 21 | 24.42% | 2.1909 | 3 | 26.04% | 2.3631
DecayToNeutral | 1 | t+1 | NeutralProcessing | 811 | 54.58% | 1.1325 | 63 | 61.17% | 1.2841 | 57 | 66.28% | 1.3100 | 3 | 60.67% | 1.2422
DecayToNeutral | 1 | t+1 | ReassertionProcessing | 19 | 1.28% | 0.2242 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 1.28% | 0.2242
DecayToNeutral | 1 | t+2 | CompressionProcessing | 172 | 11.58% | 0.6293 | 5 | 4.85% | 0.3720 | 2 | 2.33% | 0.2187 | 3 | 6.25% | 0.4067
DecayToNeutral | 1 | t+2 | ConstructiveEmergence | 12 | 0.81% | 3.4327 | 2 | 1.94% | 4.3398 | 2 | 2.33% | 3.2027 | 3 | 1.69% | 3.6584
DecayToNeutral | 1 | t+2 | DecayToNeutral | 277 | 18.65% | 4.4258 | 18 | 17.48% | 4.5505 | 13 | 15.12% | 3.3889 | 3 | 17.08% | 4.1217
DecayToNeutral | 1 | t+2 | DestructiveRotation | 99 | 6.67% | 2.4795 | 9 | 8.74% | 2.7899 | 5 | 5.81% | 1.4189 | 3 | 7.07% | 2.2294
DecayToNeutral | 1 | t+2 | ExhaustionPersistence | 55 | 3.70% | 0.6931 | 7 | 6.80% | 1.0356 | 4 | 4.65% | 0.8381 | 3 | 5.05% | 0.8556
DecayToNeutral | 1 | t+2 | MixedStructure | 336 | 22.63% | 2.1743 | 25 | 24.27% | 2.0864 | 19 | 22.09% | 1.9904 | 3 | 23.00% | 2.0837
DecayToNeutral | 1 | t+2 | NeutralProcessing | 431 | 29.02% | 0.6022 | 30 | 29.13% | 0.6112 | 37 | 43.02% | 0.8499 | 3 | 33.72% | 0.6878
DecayToNeutral | 1 | t+2 | ReassertionProcessing | 59 | 3.97% | 0.6966 | 5 | 4.85% | 0.6290 | 1 | 1.16% | 0.1252 | 3 | 3.33% | 0.4836
DecayToNeutral | 1 | t+2 | RecoveryResolution | 44 | 2.96% | 0.6160 | 2 | 1.94% | 0.3255 | 3 | 3.49% | 0.9891 | 3 | 2.80% | 0.6435
DecayToNeutral | 1 | t+3 | CompressionProcessing | 211 | 14.21% | 0.7720 | 9 | 8.74% | 0.6693 | 5 | 5.81% | 0.5465 | 3 | 9.59% | 0.6626
DecayToNeutral | 1 | t+3 | ConstructiveEmergence | 8 | 0.54% | 2.2884 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 0.54% | 2.2884
DecayToNeutral | 1 | t+3 | DecayToNeutral | 70 | 4.71% | 1.1184 | 7 | 6.80% | 1.7690 | 5 | 5.81% | 1.3027 | 3 | 5.77% | 1.3967
DecayToNeutral | 1 | t+3 | DestructiveRotation | 36 | 2.42% | 0.9016 | 2 | 1.94% | 0.6197 | 0 | N/A | N/A | 2 | 2.18% | 0.7607
DecayToNeutral | 1 | t+3 | ExhaustionPersistence | 71 | 4.78% | 0.8947 | 11 | 10.68% | 1.6268 | 4 | 4.65% | 0.8376 | 3 | 6.70% | 1.1197
DecayToNeutral | 1 | t+3 | MixedStructure | 294 | 19.80% | 1.9030 | 21 | 20.39% | 1.7576 | 17 | 19.77% | 1.7884 | 3 | 19.98% | 1.8163
DecayToNeutral | 1 | t+3 | NeutralProcessing | 667 | 44.92% | 0.9320 | 46 | 44.66% | 0.9369 | 47 | 54.65% | 1.0790 | 3 | 48.08% | 0.9826
DecayToNeutral | 1 | t+3 | ReassertionProcessing | 85 | 5.72% | 1.0035 | 2 | 1.94% | 0.2515 | 6 | 6.98% | 0.7511 | 3 | 4.88% | 0.6687
DecayToNeutral | 1 | t+3 | RecoveryResolution | 43 | 2.90% | 0.6020 | 5 | 4.85% | 0.8134 | 2 | 2.33% | 0.6590 | 3 | 3.36% | 0.6915
DecayToNeutral | 1 | t+5 | CompressionProcessing | 258 | 17.37% | 0.9439 | 8 | 7.77% | 0.5945 | 5 | 5.81% | 0.5459 | 3 | 10.32% | 0.6948
DecayToNeutral | 1 | t+5 | ConstructiveEmergence | 3 | 0.20% | 0.8581 | 0 | N/A | N/A | 3 | 3.49% | 4.7965 | 2 | 1.85% | 2.8273
DecayToNeutral | 1 | t+5 | DecayToNeutral | 71 | 4.78% | 1.1343 | 5 | 4.85% | 1.2626 | 5 | 5.81% | 1.3014 | 3 | 5.15% | 1.2328
DecayToNeutral | 1 | t+5 | DestructiveRotation | 48 | 3.23% | 1.2021 | 2 | 1.94% | 0.6193 | 2 | 2.33% | 0.5667 | 3 | 2.50% | 0.7960
DecayToNeutral | 1 | t+5 | ExhaustionPersistence | 81 | 5.45% | 1.0207 | 11 | 10.68% | 1.6256 | 3 | 3.49% | 0.6276 | 3 | 6.54% | 1.0913
DecayToNeutral | 1 | t+5 | MixedStructure | 172 | 11.58% | 1.1136 | 16 | 15.53% | 1.3424 | 8 | 9.30% | 0.8447 | 3 | 12.14% | 1.1002
DecayToNeutral | 1 | t+5 | NeutralProcessing | 681 | 45.86% | 0.9515 | 49 | 47.57% | 0.9980 | 51 | 59.30% | 1.1708 | 3 | 50.91% | 1.0401
DecayToNeutral | 1 | t+5 | ReassertionProcessing | 100 | 6.73% | 1.1805 | 6 | 5.83% | 0.7539 | 5 | 5.81% | 0.6252 | 3 | 6.12% | 0.8532
DecayToNeutral | 1 | t+5 | RecoveryResolution | 71 | 4.78% | 0.9939 | 6 | 5.83% | 0.9754 | 4 | 4.65% | 1.3167 | 3 | 5.09% | 1.0953
DestructiveRotation | 1 | t+1 | CompressionProcessing | 25 | 2.99% | 0.1625 | 1 | 1.41% | 0.1080 | 2 | 3.17% | 0.2987 | 3 | 2.52% | 0.1897
DestructiveRotation | 1 | t+1 | ConstructiveEmergence | 3 | 0.36% | 1.5244 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 0.36% | 1.5244
DestructiveRotation | 1 | t+1 | DecayToNeutral | 249 | 29.78% | 7.0671 | 20 | 28.17% | 7.3376 | 17 | 26.98% | 6.0526 | 3 | 28.31% | 6.8191
DestructiveRotation | 1 | t+1 | DestructiveRotation | 100 | 11.96% | 4.4489 | 12 | 16.90% | 5.3984 | 11 | 17.46% | 4.2634 | 3 | 15.44% | 4.7036
DestructiveRotation | 1 | t+1 | ExhaustionPersistence | 95 | 11.36% | 2.1267 | 5 | 7.04% | 1.0735 | 8 | 12.70% | 2.2893 | 3 | 10.37% | 1.8298
DestructiveRotation | 1 | t+1 | MixedStructure | 42 | 5.02% | 0.4827 | 1 | 1.41% | 0.1207 | 2 | 3.17% | 0.2848 | 3 | 3.20% | 0.2961
DestructiveRotation | 1 | t+1 | NeutralProcessing | 228 | 27.27% | 0.5659 | 25 | 35.21% | 0.7392 | 16 | 25.40% | 0.5020 | 3 | 29.29% | 0.6024
DestructiveRotation | 1 | t+1 | ReassertionProcessing | 51 | 6.10% | 1.0696 | 3 | 4.23% | 0.5477 | 5 | 7.94% | 0.8553 | 3 | 6.09% | 0.8242
DestructiveRotation | 1 | t+1 | RecoveryResolution | 43 | 5.14% | 1.0693 | 4 | 5.63% | 0.9447 | 2 | 3.17% | 0.9006 | 3 | 4.65% | 0.9715
DestructiveRotation | 1 | t+2 | CompressionProcessing | 107 | 12.80% | 0.6954 | 4 | 5.63% | 0.4317 | 6 | 9.52% | 0.8957 | 3 | 9.32% | 0.6743
DestructiveRotation | 1 | t+2 | ConstructiveEmergence | 3 | 0.36% | 1.5244 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | 0.36% | 1.5244
DestructiveRotation | 1 | t+2 | DecayToNeutral | 81 | 9.69% | 2.2989 | 4 | 5.63% | 1.4670 | 3 | 4.76% | 1.0676 | 3 | 6.69% | 1.6111
DestructiveRotation | 1 | t+2 | DestructiveRotation | 86 | 10.29% | 3.8260 | 3 | 4.23% | 1.3491 | 10 | 15.87% | 3.8738 | 3 | 10.13% | 3.0163
DestructiveRotation | 1 | t+2 | ExhaustionPersistence | 45 | 5.38% | 1.0074 | 9 | 12.68% | 1.9317 | 7 | 11.11% | 2.0021 | 3 | 9.72% | 1.6470
DestructiveRotation | 1 | t+2 | MixedStructure | 114 | 13.64% | 1.3104 | 13 | 18.31% | 1.5739 | 6 | 9.52% | 0.8580 | 3 | 13.82% | 1.2475
DestructiveRotation | 1 | t+2 | NeutralProcessing | 306 | 36.60% | 0.7595 | 29 | 40.85% | 0.8572 | 24 | 38.10% | 0.7525 | 3 | 38.51% | 0.7897
DestructiveRotation | 1 | t+2 | ReassertionProcessing | 65 | 7.78% | 1.3632 | 8 | 11.27% | 1.4599 | 5 | 7.94% | 0.8548 | 3 | 8.99% | 1.2260
DestructiveRotation | 1 | t+2 | RecoveryResolution | 29 | 3.47% | 0.7211 | 1 | 1.41% | 0.2361 | 2 | 3.17% | 0.9001 | 3 | 2.68% | 0.6191
DestructiveRotation | 1 | t+3 | CompressionProcessing | 126 | 15.07% | 0.8189 | 6 | 8.45% | 0.6473 | 7 | 11.11% | 1.0444 | 3 | 11.54% | 0.8369
DestructiveRotation | 1 | t+3 | ConstructiveEmergence | 3 | 0.36% | 1.5243 | 1 | 1.41% | 3.1467 | 0 | N/A | N/A | 2 | 0.88% | 2.3355
DestructiveRotation | 1 | t+3 | DecayToNeutral | 94 | 11.24% | 2.6678 | 7 | 9.86% | 2.5663 | 7 | 11.11% | 2.4897 | 3 | 10.74% | 2.5746
DestructiveRotation | 1 | t+3 | DestructiveRotation | 59 | 7.06% | 2.6247 | 1 | 1.41% | 0.4495 | 2 | 3.17% | 0.7744 | 3 | 3.88% | 1.2829
