APVA Junction Audit Study v0.1 - Aggregate
============================================================================================================
Instruments: 6E, CL, NQ

Aggregate Junction Candidate Table
CurrentNode | Count | BaseDominantNextNode | BaseDominantProbability | PreviousNodeGain | BranchEntropy | ReplicationCount
RecoveryResolution_Age1 | 1219 | CompressionProcessing_Age1 | 55.70% | 32.57% | 0.9484 | 3
ReassertionProcessing_Age1 | 2080 | NeutralProcessing_Age1 | 40.58% | 15.14% | 1.3785 | 3
DestructiveRotation_Age1 | 970 | DecayToNeutral_Age1 | 29.48% | 14.43% | 1.8058 | 3
MixedStructure_Age1 | 3726 | NeutralProcessing_Age1 | 37.55% | 8.29% | 1.7596 | 3
ConstructiveEmergence_Age1 | 109 | MixedStructure_Age1 | 48.62% | 5.50% | 1.1479 | 3
ExhaustionPersistence_Age1 | 1264 | ExhaustionPersistence_Age2 | 28.01% | 5.46% | 1.6768 | 3
ExhaustionPersistence_Age6-10 | 38 | ExhaustionPersistence_Age6-10 | 39.47% | 5.26% | 1.4974 | 3
CompressionProcessing_Age1 | 3194 | CompressionProcessing_Age2 | 56.42% | 5.10% | 1.1164 | 3

Aggregate Base Branch Profile Table
CurrentNode | NextNode | Count | Probability | Rank
CompressionProcessing_Age1 | CompressionProcessing_Age2 | 1802 | 56.42% | 1
CompressionProcessing_Age1 | NeutralProcessing_Age1 | 973 | 30.46% | 2
CompressionProcessing_Age1 | ExhaustionPersistence_Age1 | 198 | 6.20% | 3
CompressionProcessing_Age1 | RecoveryResolution_Age1 | 144 | 4.51% | 4
CompressionProcessing_Age1 | MixedStructure_Age1 | 32 | 1.00% | 5
CompressionProcessing_Age1 | DestructiveRotation_Age1 | 22 | 0.69% | 6
CompressionProcessing_Age1 | ReassertionProcessing_Age1 | 19 | 0.59% | 7
CompressionProcessing_Age1 | DecayToNeutral_Age1 | 4 | 0.13% | 8
ConstructiveEmergence_Age1 | MixedStructure_Age1 | 53 | 48.62% | 1
ConstructiveEmergence_Age1 | NeutralProcessing_Age1 | 35 | 32.11% | 2
ConstructiveEmergence_Age1 | DecayToNeutral_Age1 | 15 | 13.76% | 3
ConstructiveEmergence_Age1 | CompressionProcessing_Age1 | 6 | 5.50% | 4
DestructiveRotation_Age1 | DecayToNeutral_Age1 | 286 | 29.48% | 1
DestructiveRotation_Age1 | NeutralProcessing_Age1 | 269 | 27.73% | 2
DestructiveRotation_Age1 | DestructiveRotation_Age2 | 123 | 12.68% | 3
DestructiveRotation_Age1 | ExhaustionPersistence_Age1 | 108 | 11.13% | 4
DestructiveRotation_Age1 | ReassertionProcessing_Age1 | 59 | 6.08% | 5
DestructiveRotation_Age1 | RecoveryResolution_Age1 | 49 | 5.05% | 6
DestructiveRotation_Age1 | MixedStructure_Age1 | 45 | 4.64% | 7
DestructiveRotation_Age1 | CompressionProcessing_Age1 | 28 | 2.89% | 8
DestructiveRotation_Age1 | ConstructiveEmergence_Age1 | 3 | 0.31% | 9
ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 354 | 28.01% | 1
ExhaustionPersistence_Age1 | RecoveryResolution_Age1 | 274 | 21.68% | 2
ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 246 | 19.46% | 3
ExhaustionPersistence_Age1 | NeutralProcessing_Age1 | 181 | 14.32% | 4
ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 155 | 12.26% | 5
ExhaustionPersistence_Age1 | DestructiveRotation_Age1 | 54 | 4.27% | 6
ExhaustionPersistence_Age6-10 | ExhaustionPersistence_Age6-10 | 15 | 39.47% | 1
ExhaustionPersistence_Age6-10 | DecayToNeutral_Age1 | 10 | 26.32% | 2
ExhaustionPersistence_Age6-10 | NeutralProcessing_Age1 | 6 | 15.79% | 3
ExhaustionPersistence_Age6-10 | RecoveryResolution_Age1 | 4 | 10.53% | 4
ExhaustionPersistence_Age6-10 | DestructiveRotation_Age1 | 2 | 5.26% | 5
ExhaustionPersistence_Age6-10 | CompressionProcessing_Age1 | 1 | 2.63% | 6
MixedStructure_Age1 | NeutralProcessing_Age1 | 1399 | 37.55% | 1
MixedStructure_Age1 | DecayToNeutral_Age1 | 741 | 19.89% | 2
MixedStructure_Age1 | ExhaustionPersistence_Age1 | 462 | 12.40% | 3
MixedStructure_Age1 | MixedStructure_Age2 | 410 | 11.00% | 4
MixedStructure_Age1 | RecoveryResolution_Age1 | 344 | 9.23% | 5
MixedStructure_Age1 | ReassertionProcessing_Age1 | 174 | 4.67% | 6
MixedStructure_Age1 | CompressionProcessing_Age1 | 100 | 2.68% | 7
MixedStructure_Age1 | DestructiveRotation_Age1 | 72 | 1.93% | 8
MixedStructure_Age1 | ConstructiveEmergence_Age1 | 24 | 0.64% | 9
ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 844 | 40.58% | 1
ReassertionProcessing_Age1 | MixedStructure_Age1 | 673 | 32.36% | 2
ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 300 | 14.42% | 3
ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 145 | 6.97% | 4
ReassertionProcessing_Age1 | CompressionProcessing_Age1 | 105 | 5.05% | 5
ReassertionProcessing_Age1 | ConstructiveEmergence_Age1 | 13 | 0.62% | 6
RecoveryResolution_Age1 | CompressionProcessing_Age1 | 679 | 55.70% | 1
RecoveryResolution_Age1 | RecoveryResolution_Age2 | 390 | 31.99% | 2
RecoveryResolution_Age1 | NeutralProcessing_Age1 | 150 | 12.31% | 3

Aggregate Conditional Branch Table
PreviousNode | CurrentNode | NextNode | Count | ConditionalProbability | BaseProbability | ProbabilityDelta | DominantBranchChanged
Aggregate Meaningful Path Table
PreviousNode | CurrentNode | DominantNextNode | Count | ConditionalProbability | BaseDominantNextNode | BaseDominantProbability | ProbabilityDelta | PathClass | ReplicationCount
MixedStructure_Age2 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 100.00% | CompressionProcessing_Age1 | 55.70% | 44.30% | ModerateJunctionPath | 3
CompressionProcessing_Age2 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 100.00% | CompressionProcessing_Age1 | 55.70% | 44.30% | ModerateJunctionPath | 3
CompressionProcessing_Age3 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 100.00% | CompressionProcessing_Age1 | 55.70% | 44.30% | ModerateJunctionPath | 3
DecayToNeutral_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 100.00% | CompressionProcessing_Age2 | 56.42% | 43.58% | ModerateJunctionPath | 3
NeutralProcessing_Age4 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 80.00% | NeutralProcessing_Age1 | 40.58% | 39.42% | ModerateJunctionPath | 3
DestructiveRotation_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 92.86% | CompressionProcessing_Age2 | 56.42% | 36.44% | ModerateJunctionPath | 3
NeutralProcessing_Age2 | DestructiveRotation_Age1 | NeutralProcessing_Age1 | 59.57% | DecayToNeutral_Age1 | 29.48% | 31.84% | ModerateJunctionPath | 2
DecayToNeutral_Age1 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 61.11% | DecayToNeutral_Age1 | 29.48% | 31.63% | ModerateJunctionPath | 3
NeutralProcessing_Age3 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 71.59% | NeutralProcessing_Age1 | 40.58% | 31.01% | ModerateJunctionPath | 3
NeutralProcessing_Age2 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 71.12% | NeutralProcessing_Age1 | 40.58% | 30.54% | ModerateJunctionPath | 3
MixedStructure_Age2 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 50.00% | ExhaustionPersistence_Age2 | 28.01% | 30.54% | ModerateJunctionPath | 1
NeutralProcessing_Age3 | MixedStructure_Age1 | NeutralProcessing_Age1 | 67.14% | NeutralProcessing_Age1 | 37.55% | 29.59% | ModerateJunctionPath | 3
ExhaustionPersistence_Age1 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 57.41% | DecayToNeutral_Age1 | 29.48% | 27.92% | ModerateJunctionPath | 2
DestructiveRotation_Age1 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 81.63% | CompressionProcessing_Age1 | 55.70% | 25.93% | ModerateJunctionPath | 3
CompressionProcessing_Age1 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 81.25% | CompressionProcessing_Age1 | 55.70% | 25.55% | ModerateJunctionPath | 3
MixedStructure_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 81.00% | CompressionProcessing_Age2 | 56.42% | 24.58% | ModerateJunctionPath | 3
NeutralProcessing_Age4 | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 53.85% | CompressionProcessing_Age2 | 56.42% | 23.38% | ModerateJunctionPath | 1
NeutralProcessing_Age2 | MixedStructure_Age1 | NeutralProcessing_Age1 | 60.34% | NeutralProcessing_Age1 | 37.55% | 22.79% | ModerateJunctionPath | 3
MixedStructure_Age1 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 78.49% | CompressionProcessing_Age1 | 55.70% | 22.79% | ModerateJunctionPath | 3
CompressionProcessing_Age1 | MixedStructure_Age1 | NeutralProcessing_Age1 | 59.38% | NeutralProcessing_Age1 | 37.55% | 21.83% | ModerateJunctionPath | 3
NeutralProcessing_Age4 | MixedStructure_Age1 | NeutralProcessing_Age1 | 58.33% | NeutralProcessing_Age1 | 37.55% | 20.79% | ModerateJunctionPath | 1
CompressionProcessing_Age1 | ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 31.31% | ExhaustionPersistence_Age2 | 28.01% | 19.05% | ModerateJunctionPath | 2
ReassertionProcessing_Age2 | DestructiveRotation_Age1 | NeutralProcessing_Age1 | 45.89% | DecayToNeutral_Age1 | 29.48% | 18.16% | ModerateJunctionPath | 3
RecoveryResolution_Age3 | ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 45.71% | ExhaustionPersistence_Age2 | 28.01% | 17.71% | ModerateJunctionPath | 2
ReassertionProcessing_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 73.33% | CompressionProcessing_Age2 | 56.42% | 16.92% | ModerateJunctionPath | 3
NeutralProcessing_Age5 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 48.48% | NeutralProcessing_Age1 | 40.58% | 16.13% | ModerateJunctionPath | 3
ReassertionProcessing_Age1 | MixedStructure_Age1 | NeutralProcessing_Age1 | 52.30% | NeutralProcessing_Age1 | 37.55% | 14.76% | ModerateJunctionPath | 3
CompressionProcessing_Age4 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 34.21% | ExhaustionPersistence_Age2 | 28.01% | 14.75% | ModerateJunctionPath | 2
NeutralProcessing_Age1 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 46.55% | NeutralProcessing_Age1 | 40.58% | 14.20% | ModerateJunctionPath | 3
ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 42.58% | CompressionProcessing_Age2 | 56.42% | -13.84% | ModerateJunctionPath | 1
NeutralProcessing_Age1 | MixedStructure_Age1 | DecayToNeutral_Age1 | 33.05% | NeutralProcessing_Age1 | 37.55% | 13.17% | ModerateJunctionPath | 1
ReassertionProcessing_Age1 | DestructiveRotation_Age1 | NeutralProcessing_Age1 | 39.31% | DecayToNeutral_Age1 | 29.48% | 11.58% | ModerateJunctionPath | 2
ExhaustionPersistence_Age1 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 100.00% | CompressionProcessing_Age1 | 55.70% | 68.01% | StrongJunctionPath | 3
ExhaustionPersistence_Age2 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 100.00% | CompressionProcessing_Age1 | 55.70% | 68.01% | StrongJunctionPath | 3
DestructiveRotation_Age1 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 50.85% | NeutralProcessing_Age1 | 40.58% | 43.88% | StrongJunctionPath | 2
NeutralProcessing_Age6-10 | ExhaustionPersistence_Age1 | NeutralProcessing_Age1 | 43.14% | ExhaustionPersistence_Age2 | 28.01% | 28.82% | StrongJunctionPath | 2
MixedStructure_Age1 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 58.62% | NeutralProcessing_Age1 | 40.58% | 26.26% | StrongJunctionPath | 3
DecayToNeutral_Age1 | MixedStructure_Age1 | DecayToNeutral_Age1 | 46.06% | NeutralProcessing_Age1 | 37.55% | 26.17% | StrongJunctionPath | 3
NeutralProcessing_Age2 | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 55.51% | CompressionProcessing_Age2 | 56.42% | 25.04% | StrongJunctionPath | 3
CompressionProcessing_Age2 | ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 33.86% | ExhaustionPersistence_Age2 | 28.01% | 21.60% | StrongJunctionPath | 2
NeutralProcessing_Age3 | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 50.89% | CompressionProcessing_Age2 | 56.42% | 20.43% | StrongJunctionPath | 3
CompressionProcessing_Age2 | ConstructiveEmergence_Age1 | CompressionProcessing_Age1 | 100.00% | MixedStructure_Age1 | 48.62% | 94.50% | WeakJunctionPath | 1
START | MixedStructure_Age1 | MixedStructure_Age2 | 100.00% | NeutralProcessing_Age1 | 37.55% | 89.00% | WeakJunctionPath | 3
CompressionProcessing_Age11-20 | ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 100.00% | ExhaustionPersistence_Age2 | 28.01% | 87.74% | WeakJunctionPath | 1
MixedStructure_Age4 | DestructiveRotation_Age1 | DestructiveRotation_Age2 | 100.00% | DecayToNeutral_Age1 | 29.48% | 87.32% | WeakJunctionPath | 1
DestructiveRotation_Age3 | MixedStructure_Age1 | DecayToNeutral_Age1 | 100.00% | NeutralProcessing_Age1 | 37.55% | 80.11% | WeakJunctionPath | 1
NeutralProcessing_Age21+ | ExhaustionPersistence_Age1 | RecoveryResolution_Age1 | 100.00% | ExhaustionPersistence_Age2 | 28.01% | 78.32% | WeakJunctionPath | 1
CompressionProcessing_Age5 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 83.33% | NeutralProcessing_Age1 | 40.58% | 76.36% | WeakJunctionPath | 2
ExhaustionPersistence_Age4 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 100.00% | DecayToNeutral_Age1 | 29.48% | 70.52% | WeakJunctionPath | 3
ExhaustionPersistence_Age6-10 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 100.00% | DecayToNeutral_Age1 | 29.48% | 70.52% | WeakJunctionPath | 1
ExhaustionPersistence_Age6-10 | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 100.00% | CompressionProcessing_Age2 | 56.42% | 69.54% | WeakJunctionPath | 1
ExhaustionPersistence_Age3 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 100.00% | CompressionProcessing_Age1 | 55.70% | 68.01% | WeakJunctionPath | 1
ExhaustionPersistence_Age6-10 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 100.00% | CompressionProcessing_Age1 | 55.70% | 68.01% | WeakJunctionPath | 1
CompressionProcessing_Age6-10 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 100.00% | NeutralProcessing_Age1 | 40.58% | 67.64% | WeakJunctionPath | 1
CompressionProcessing_Age3 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 66.67% | NeutralProcessing_Age1 | 40.58% | 59.70% | WeakJunctionPath | 1
NeutralProcessing_Age4 | RecoveryResolution_Age1 | NeutralProcessing_Age1 | 71.43% | CompressionProcessing_Age1 | 55.70% | 59.12% | WeakJunctionPath | 1
DestructiveRotation_Age1 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 100.00% | MixedStructure_Age1 | 48.62% | 51.38% | WeakJunctionPath | 1
MixedStructure_Age3 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 100.00% | MixedStructure_Age1 | 48.62% | 51.38% | WeakJunctionPath | 1
MixedStructure_Age2 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 80.00% | NeutralProcessing_Age1 | 40.58% | 47.64% | WeakJunctionPath | 2
MixedStructure_Age3 | DestructiveRotation_Age1 | CompressionProcessing_Age1 | 50.00% | DecayToNeutral_Age1 | 29.48% | 47.11% | WeakJunctionPath | 1
CompressionProcessing_Age6-10 | DestructiveRotation_Age1 | CompressionProcessing_Age1 | 50.00% | DecayToNeutral_Age1 | 29.48% | 47.11% | WeakJunctionPath | 1
ExhaustionPersistence_Age4 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 76.92% | CompressionProcessing_Age1 | 55.70% | 44.93% | WeakJunctionPath | 1
NeutralProcessing_Age5 | RecoveryResolution_Age1 | NeutralProcessing_Age1 | 57.14% | CompressionProcessing_Age1 | 55.70% | 44.84% | WeakJunctionPath | 1
NeutralProcessing_Age21+ | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 75.00% | CompressionProcessing_Age2 | 56.42% | 44.54% | WeakJunctionPath | 1
CompressionProcessing_Age4 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 100.00% | CompressionProcessing_Age1 | 55.70% | 44.30% | WeakJunctionPath | 2
DestructiveRotation_Age2 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 100.00% | CompressionProcessing_Age1 | 55.70% | 44.30% | WeakJunctionPath | 3
MixedStructure_Age3 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 100.00% | CompressionProcessing_Age1 | 55.70% | 44.30% | WeakJunctionPath | 2
CompressionProcessing_Age6-10 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 100.00% | CompressionProcessing_Age1 | 55.70% | 44.30% | WeakJunctionPath | 3
CompressionProcessing_Age5 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 100.00% | CompressionProcessing_Age1 | 55.70% | 44.30% | WeakJunctionPath | 1
CompressionProcessing_Age11-20 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 100.00% | CompressionProcessing_Age1 | 55.70% | 44.30% | WeakJunctionPath | 1
ReassertionProcessing_Age2 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 100.00% | CompressionProcessing_Age2 | 56.42% | 43.58% | WeakJunctionPath | 3
DestructiveRotation_Age2 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 100.00% | CompressionProcessing_Age2 | 56.42% | 43.58% | WeakJunctionPath | 2
MixedStructure_Age2 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 100.00% | CompressionProcessing_Age2 | 56.42% | 43.58% | WeakJunctionPath | 2
ReassertionProcessing_Age3 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 100.00% | CompressionProcessing_Age2 | 56.42% | 43.58% | WeakJunctionPath | 1
DestructiveRotation_Age3 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 100.00% | CompressionProcessing_Age2 | 56.42% | 43.58% | WeakJunctionPath | 2
MixedStructure_Age3 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 62.50% | ExhaustionPersistence_Age2 | 28.01% | 43.04% | WeakJunctionPath | 1
DestructiveRotation_Age2 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 50.00% | NeutralProcessing_Age1 | 40.58% | 43.03% | WeakJunctionPath | 1
ExhaustionPersistence_Age5 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 75.00% | CompressionProcessing_Age1 | 55.70% | 43.01% | WeakJunctionPath | 1
NeutralProcessing_Age5 | ExhaustionPersistence_Age1 | NeutralProcessing_Age1 | 57.14% | ExhaustionPersistence_Age2 | 28.01% | 42.82% | WeakJunctionPath | 2
DestructiveRotation_Age2 | MixedStructure_Age1 | DecayToNeutral_Age1 | 60.00% | NeutralProcessing_Age1 | 37.55% | 40.11% | WeakJunctionPath | 1
NeutralProcessing_Age4 | ExhaustionPersistence_Age1 | NeutralProcessing_Age1 | 54.17% | ExhaustionPersistence_Age2 | 28.01% | 39.85% | WeakJunctionPath | 2
MixedStructure_Age2 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 66.67% | DecayToNeutral_Age1 | 29.48% | 37.18% | WeakJunctionPath | 1
DecayToNeutral_Age1 | ConstructiveEmergence_Age1 | DecayToNeutral_Age1 | 50.00% | MixedStructure_Age1 | 48.62% | 36.24% | WeakJunctionPath | 2
DestructiveRotation_Age2 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 55.00% | ExhaustionPersistence_Age2 | 28.01% | 35.54% | WeakJunctionPath | 2
NeutralProcessing_Age2 | ConstructiveEmergence_Age1 | NeutralProcessing_Age1 | 66.67% | MixedStructure_Age1 | 48.62% | 34.56% | WeakJunctionPath | 1
NeutralProcessing_Age5 | ConstructiveEmergence_Age1 | NeutralProcessing_Age1 | 66.67% | MixedStructure_Age1 | 48.62% | 34.56% | WeakJunctionPath | 1
CompressionProcessing_Age2 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 66.67% | NeutralProcessing_Age1 | 40.58% | 34.31% | WeakJunctionPath | 1
MixedStructure_Age4 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 50.00% | ExhaustionPersistence_Age2 | 28.01% | 30.54% | WeakJunctionPath | 1
CompressionProcessing_Age2 | MixedStructure_Age1 | DecayToNeutral_Age1 | 50.00% | NeutralProcessing_Age1 | 37.55% | 30.11% | WeakJunctionPath | 2
CompressionProcessing_Age4 | DestructiveRotation_Age1 | DestructiveRotation_Age2 | 40.00% | DecayToNeutral_Age1 | 29.48% | 27.32% | WeakJunctionPath | 1
NeutralProcessing_Age3 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 75.00% | MixedStructure_Age1 | 48.62% | 26.38% | WeakJunctionPath | 1
CompressionProcessing_Age4 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 33.33% | NeutralProcessing_Age1 | 40.58% | 26.36% | WeakJunctionPath | 1
NeutralProcessing_Age21+ | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 66.67% | NeutralProcessing_Age1 | 40.58% | 26.09% | WeakJunctionPath | 1
ReassertionProcessing_Age3 | DestructiveRotation_Age1 | ReassertionProcessing_Age1 | 31.25% | DecayToNeutral_Age1 | 29.48% | 25.17% | WeakJunctionPath | 1
CompressionProcessing_Age2 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 53.33% | DecayToNeutral_Age1 | 29.48% | 23.85% | WeakJunctionPath | 1
RecoveryResolution_Age6-10 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 33.33% | CompressionProcessing_Age2 | 56.42% | -23.08% | WeakJunctionPath | 1
CompressionProcessing_Age5 | MixedStructure_Age1 | DecayToNeutral_Age1 | 42.86% | NeutralProcessing_Age1 | 37.55% | 22.97% | WeakJunctionPath | 1
CompressionProcessing_Age1 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 63.16% | NeutralProcessing_Age1 | 40.58% | 22.58% | WeakJunctionPath | 1
CompressionProcessing_Age4 | MixedStructure_Age1 | DecayToNeutral_Age1 | 41.67% | NeutralProcessing_Age1 | 37.55% | 21.78% | WeakJunctionPath | 2
CompressionProcessing_Age6-10 | MixedStructure_Age1 | DecayToNeutral_Age1 | 41.18% | NeutralProcessing_Age1 | 37.55% | 21.29% | WeakJunctionPath | 1
RecoveryResolution_Age4 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 72.73% | CompressionProcessing_Age2 | 56.42% | 16.31% | WeakJunctionPath | 2
DecayToNeutral_Age1 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 47.37% | NeutralProcessing_Age1 | 40.58% | 15.01% | WeakJunctionPath | 1
CompressionProcessing_Age5 | ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 26.09% | ExhaustionPersistence_Age2 | 28.01% | 13.82% | WeakJunctionPath | 1
ExhaustionPersistence_Age5 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 42.86% | DecayToNeutral_Age1 | 29.48% | 13.37% | WeakJunctionPath | 1
ExhaustionPersistence_Age5 | ExhaustionPersistence_Age6-10 | ExhaustionPersistence_Age6-10 | 52.17% | ExhaustionPersistence_Age6-10 | 39.47% | 12.70% | WeakJunctionPath | 2
ExhaustionPersistence_Age4 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 68.75% | CompressionProcessing_Age2 | 56.42% | 12.33% | WeakJunctionPath | 3
CompressionProcessing_Age5 | DestructiveRotation_Age1 | NeutralProcessing_Age1 | 40.00% | DecayToNeutral_Age1 | 29.48% | 12.27% | WeakJunctionPath | 1
ExhaustionPersistence_Age5 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 44.44% | CompressionProcessing_Age2 | 56.42% | -11.97% | WeakJunctionPath | 2
ConstructiveEmergence_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 66.67% | CompressionProcessing_Age2 | 56.42% | 10.25% | WeakJunctionPath | 1
CompressionProcessing_Age6-10 | ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 37.50% | ExhaustionPersistence_Age2 | 28.01% | 9.49% | WeakJunctionPath | 1
DestructiveRotation_Age1 | MixedStructure_Age1 | NeutralProcessing_Age1 | 28.89% | NeutralProcessing_Age1 | 37.55% | -8.66% | WeakJunctionPath | 1
RecoveryResolution_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 64.80% | CompressionProcessing_Age2 | 56.42% | 8.38% | WeakJunctionPath | 3
MixedStructure_Age1 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 27.49% | ExhaustionPersistence_Age2 | 28.01% | 8.03% | WeakJunctionPath | 2
RecoveryResolution_Age3 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 63.96% | CompressionProcessing_Age2 | 56.42% | 7.54% | WeakJunctionPath | 3
ExhaustionPersistence_Age6-10 | ExhaustionPersistence_Age6-10 | DecayToNeutral_Age1 | 33.33% | ExhaustionPersistence_Age6-10 | 39.47% | 7.02% | WeakJunctionPath | 2
MixedStructure_Age1 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 41.67% | MixedStructure_Age1 | 48.62% | -6.96% | WeakJunctionPath | 2
CompressionProcessing_Age3 | MixedStructure_Age1 | NeutralProcessing_Age1 | 44.44% | NeutralProcessing_Age1 | 37.55% | 6.90% | WeakJunctionPath | 2
CompressionProcessing_Age1 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 36.36% | DecayToNeutral_Age1 | 29.48% | 6.88% | WeakJunctionPath | 2
NeutralProcessing_Age11-20 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 39.13% | NeutralProcessing_Age1 | 40.58% | 6.77% | WeakJunctionPath | 3
NeutralProcessing_Age6-10 | MixedStructure_Age1 | NeutralProcessing_Age1 | 31.11% | NeutralProcessing_Age1 | 37.55% | -6.44% | WeakJunctionPath | 1
CompressionProcessing_Age3 | ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 34.25% | ExhaustionPersistence_Age2 | 28.01% | 6.24% | WeakJunctionPath | 1
NeutralProcessing_Age6-10 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 50.00% | CompressionProcessing_Age1 | 55.70% | -5.70% | WeakJunctionPath | 2
NeutralProcessing_Age11-20 | ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 33.33% | ExhaustionPersistence_Age2 | 28.01% | 5.33% | WeakJunctionPath | 1
NeutralProcessing_Age21+ | MixedStructure_Age1 | NeutralProcessing_Age1 | 42.86% | NeutralProcessing_Age1 | 37.55% | 5.31% | WeakJunctionPath | 1
ReassertionProcessing_Age1 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 53.85% | MixedStructure_Age1 | 48.62% | 5.22% | WeakJunctionPath | 2
NeutralProcessing_Age6-10 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 51.37% | CompressionProcessing_Age2 | 56.42% | -5.05% | WeakJunctionPath | 3
