APVA Process Graph Study v0.1 - Aggregate
============================================================================================================
Instruments: 6E, CL, NQ

Aggregate Node Table
Node | Count_6E | Count_CL | Count_NQ | ReplicationCount | ReplicationPercent | Classification
CompressionProcessing_Age1 | 2928 | 177 | 89 | 3 | 100.00% | FullyReplicated
CompressionProcessing_Age11-20 | 5 | 0 | 0 | 1 | 33.33% | InstrumentSpecific
CompressionProcessing_Age2 | 1659 | 92 | 51 | 3 | 100.00% | FullyReplicated
CompressionProcessing_Age3 | 840 | 41 | 30 | 3 | 100.00% | FullyReplicated
CompressionProcessing_Age4 | 528 | 22 | 18 | 3 | 100.00% | FullyReplicated
CompressionProcessing_Age5 | 282 | 12 | 8 | 3 | 100.00% | FullyReplicated
CompressionProcessing_Age6-10 | 247 | 6 | 9 | 3 | 100.00% | FullyReplicated
ConstructiveEmergence_Age1 | 83 | 12 | 14 | 3 | 100.00% | FullyReplicated
DecayToNeutral_Age1 | 1486 | 103 | 86 | 3 | 100.00% | FullyReplicated
DestructiveRotation_Age1 | 836 | 71 | 63 | 3 | 100.00% | FullyReplicated
DestructiveRotation_Age2 | 100 | 12 | 11 | 3 | 100.00% | FullyReplicated
DestructiveRotation_Age3 | 11 | 1 | 5 | 3 | 100.00% | FullyReplicated
DestructiveRotation_Age4 | 1 | 0 | 0 | 1 | 33.33% | InstrumentSpecific
ExhaustionPersistence_Age1 | 1116 | 97 | 51 | 3 | 100.00% | FullyReplicated
ExhaustionPersistence_Age2 | 304 | 31 | 19 | 3 | 100.00% | FullyReplicated
ExhaustionPersistence_Age3 | 234 | 21 | 14 | 3 | 100.00% | FullyReplicated
ExhaustionPersistence_Age4 | 143 | 16 | 11 | 3 | 100.00% | FullyReplicated
ExhaustionPersistence_Age5 | 58 | 8 | 6 | 3 | 100.00% | FullyReplicated
ExhaustionPersistence_Age6-10 | 29 | 3 | 6 | 3 | 100.00% | FullyReplicated
MixedStructure_Age1 | 3265 | 279 | 183 | 3 | 100.00% | FullyReplicated
MixedStructure_Age2 | 355 | 28 | 27 | 3 | 100.00% | FullyReplicated
MixedStructure_Age3 | 42 | 5 | 4 | 3 | 100.00% | FullyReplicated
MixedStructure_Age4 | 8 | 2 | 2 | 3 | 100.00% | FullyReplicated
MixedStructure_Age5 | 1 | 0 | 0 | 1 | 33.33% | InstrumentSpecific
NeutralProcessing_Age1 | 5672 | 446 | 297 | 3 | 100.00% | FullyReplicated
NeutralProcessing_Age11-20 | 891 | 30 | 37 | 3 | 100.00% | FullyReplicated
NeutralProcessing_Age2 | 3205 | 253 | 175 | 3 | 100.00% | FullyReplicated
NeutralProcessing_Age21+ | 82 | 0 | 0 | 1 | 33.33% | InstrumentSpecific
NeutralProcessing_Age3 | 1754 | 140 | 112 | 3 | 100.00% | FullyReplicated
NeutralProcessing_Age4 | 1312 | 106 | 83 | 3 | 100.00% | FullyReplicated
NeutralProcessing_Age5 | 1192 | 95 | 80 | 3 | 100.00% | FullyReplicated
NeutralProcessing_Age6-10 | 2884 | 208 | 192 | 3 | 100.00% | FullyReplicated
ReassertionProcessing_Age1 | 1759 | 174 | 147 | 3 | 100.00% | FullyReplicated
ReassertionProcessing_Age2 | 237 | 32 | 31 | 3 | 100.00% | FullyReplicated
ReassertionProcessing_Age3 | 15 | 1 | 1 | 3 | 100.00% | FullyReplicated
RecoveryResolution_Age1 | 1079 | 94 | 46 | 3 | 100.00% | FullyReplicated
RecoveryResolution_Age2 | 339 | 38 | 13 | 3 | 100.00% | FullyReplicated
RecoveryResolution_Age3 | 251 | 27 | 9 | 3 | 100.00% | FullyReplicated
RecoveryResolution_Age4 | 16 | 1 | 0 | 2 | 66.67% | PartiallyReplicated
RecoveryResolution_Age5 | 6 | 0 | 0 | 1 | 33.33% | InstrumentSpecific
RecoveryResolution_Age6-10 | 5 | 0 | 0 | 1 | 33.33% | InstrumentSpecific

Aggregate Edge Table
SourceNode | DestinationNode | Prob_6E | Prob_CL | Prob_NQ | ReplicationCount | MeanProbability | Classification
NeutralProcessing_Age11-20 | ExhaustionPersistence_Age1 | 0.79% | 3.33% | 2.70% | 3 | 2.27% | FullyReplicated
NeutralProcessing_Age11-20 | MixedStructure_Age1 | 8.87% | 13.33% | 10.81% | 3 | 11.00% | FullyReplicated
NeutralProcessing_Age11-20 | NeutralProcessing_Age11-20 | 75.20% | 63.33% | 67.57% | 3 | 68.70% | FullyReplicated
NeutralProcessing_Age11-20 | NeutralProcessing_Age21+ | 2.02% | N/A | N/A | 1 | 2.02% | InstrumentSpecific
NeutralProcessing_Age11-20 | ReassertionProcessing_Age1 | 6.85% | 13.33% | 10.81% | 3 | 10.33% | FullyReplicated
NeutralProcessing_Age11-20 | RecoveryResolution_Age1 | 1.01% | N/A | N/A | 1 | 1.01% | InstrumentSpecific
NeutralProcessing_Age2 | CompressionProcessing_Age1 | 13.26% | 9.49% | 2.86% | 3 | 8.53% | FullyReplicated
NeutralProcessing_Age2 | ConstructiveEmergence_Age1 | 0.22% | N/A | 1.14% | 2 | 0.68% | PartiallyReplicated
NeutralProcessing_Age2 | DestructiveRotation_Age1 | 1.25% | 1.98% | 1.14% | 3 | 1.46% | FullyReplicated
NeutralProcessing_Age2 | MixedStructure_Age1 | 17.88% | 21.34% | 14.86% | 3 | 18.03% | FullyReplicated
NeutralProcessing_Age2 | NeutralProcessing_Age3 | 54.73% | 55.34% | 64.00% | 3 | 58.02% | FullyReplicated
NeutralProcessing_Age2 | ReassertionProcessing_Age1 | 12.67% | 11.86% | 16.00% | 3 | 13.51% | FullyReplicated
NeutralProcessing_Age21+ | CompressionProcessing_Age1 | 4.88% | N/A | N/A | 1 | 4.88% | InstrumentSpecific
NeutralProcessing_Age21+ | ExhaustionPersistence_Age1 | 1.22% | N/A | N/A | 1 | 1.22% | InstrumentSpecific
NeutralProcessing_Age21+ | MixedStructure_Age1 | 8.54% | N/A | N/A | 1 | 8.54% | InstrumentSpecific
NeutralProcessing_Age21+ | NeutralProcessing_Age21+ | 78.05% | N/A | N/A | 1 | 78.05% | InstrumentSpecific
NeutralProcessing_Age21+ | ReassertionProcessing_Age1 | 7.32% | N/A | N/A | 1 | 7.32% | InstrumentSpecific
NeutralProcessing_Age3 | CompressionProcessing_Age1 | 5.82% | 3.57% | 4.46% | 3 | 4.62% | FullyReplicated
NeutralProcessing_Age3 | ConstructiveEmergence_Age1 | 0.23% | N/A | N/A | 1 | 0.23% | InstrumentSpecific
NeutralProcessing_Age3 | MixedStructure_Age1 | 10.95% | 10.71% | 5.36% | 3 | 9.01% | FullyReplicated
NeutralProcessing_Age3 | NeutralProcessing_Age4 | 74.80% | 75.71% | 74.11% | 3 | 74.87% | FullyReplicated
NeutralProcessing_Age3 | ReassertionProcessing_Age1 | 8.21% | 10.00% | 16.07% | 3 | 11.43% | FullyReplicated
NeutralProcessing_Age4 | CompressionProcessing_Age1 | 1.98% | N/A | N/A | 1 | 1.98% | InstrumentSpecific
NeutralProcessing_Age4 | ConstructiveEmergence_Age1 | N/A | 0.94% | 1.20% | 2 | 1.07% | PartiallyReplicated
NeutralProcessing_Age4 | ExhaustionPersistence_Age1 | 1.60% | 1.89% | 1.20% | 3 | 1.56% | FullyReplicated
NeutralProcessing_Age4 | MixedStructure_Age1 | 2.44% | 3.77% | N/A | 2 | 3.11% | PartiallyReplicated
NeutralProcessing_Age4 | NeutralProcessing_Age5 | 90.85% | 89.62% | 96.39% | 3 | 92.29% | FullyReplicated
NeutralProcessing_Age4 | ReassertionProcessing_Age1 | 1.52% | 3.77% | 1.20% | 3 | 2.17% | FullyReplicated
NeutralProcessing_Age4 | RecoveryResolution_Age1 | 1.60% | N/A | N/A | 1 | 1.60% | InstrumentSpecific
NeutralProcessing_Age5 | CompressionProcessing_Age1 | 4.78% | 3.16% | 1.25% | 3 | 3.06% | FullyReplicated
NeutralProcessing_Age5 | ConstructiveEmergence_Age1 | 0.25% | N/A | N/A | 1 | 0.25% | InstrumentSpecific
NeutralProcessing_Age5 | ExhaustionPersistence_Age1 | 1.68% | 1.05% | N/A | 2 | 1.37% | PartiallyReplicated
NeutralProcessing_Age5 | MixedStructure_Age1 | 6.21% | 10.53% | 6.25% | 3 | 7.66% | FullyReplicated
NeutralProcessing_Age5 | NeutralProcessing_Age6-10 | 81.21% | 78.95% | 87.50% | 3 | 82.55% | FullyReplicated
NeutralProcessing_Age5 | ReassertionProcessing_Age1 | 4.70% | 6.32% | 5.00% | 3 | 5.34% | FullyReplicated
NeutralProcessing_Age5 | RecoveryResolution_Age1 | 1.17% | N/A | N/A | 1 | 1.17% | InstrumentSpecific
NeutralProcessing_Age6-10 | CompressionProcessing_Age1 | 4.65% | 3.37% | 2.62% | 3 | 3.54% | FullyReplicated
NeutralProcessing_Age6-10 | ConstructiveEmergence_Age1 | 0.28% | 0.48% | 1.05% | 3 | 0.60% | FullyReplicated
NeutralProcessing_Age6-10 | ExhaustionPersistence_Age1 | 1.42% | 1.92% | 3.14% | 3 | 2.16% | FullyReplicated
NeutralProcessing_Age6-10 | MixedStructure_Age1 | 9.64% | 9.62% | 8.90% | 3 | 9.39% | FullyReplicated
NeutralProcessing_Age6-10 | NeutralProcessing_Age11-20 | 7.66% | 5.29% | 6.28% | 3 | 6.41% | FullyReplicated
NeutralProcessing_Age6-10 | NeutralProcessing_Age6-10 | 66.44% | 63.94% | 63.87% | 3 | 64.75% | FullyReplicated
NeutralProcessing_Age6-10 | ReassertionProcessing_Age1 | 9.12% | 14.90% | 13.09% | 3 | 12.37% | FullyReplicated
NeutralProcessing_Age6-10 | RecoveryResolution_Age1 | 0.80% | 0.48% | 1.05% | 3 | 0.78% | FullyReplicated
ReassertionProcessing_Age1 | CompressionProcessing_Age1 | 5.46% | 3.45% | 2.04% | 3 | 3.65% | FullyReplicated
ReassertionProcessing_Age1 | ConstructiveEmergence_Age1 | 0.57% | 0.57% | 1.36% | 3 | 0.83% | FullyReplicated
ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 7.28% | 6.32% | 4.08% | 3 | 5.89% | FullyReplicated
ReassertionProcessing_Age1 | MixedStructure_Age1 | 31.84% | 37.93% | 31.97% | 3 | 33.91% | FullyReplicated
ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 41.39% | 33.33% | 39.46% | 3 | 38.06% | FullyReplicated
ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 13.47% | 18.39% | 21.09% | 3 | 17.65% | FullyReplicated
ReassertionProcessing_Age2 | CompressionProcessing_Age1 | 4.22% | 3.12% | 6.45% | 3 | 4.60% | FullyReplicated
ReassertionProcessing_Age2 | DestructiveRotation_Age1 | 45.99% | 56.25% | 61.29% | 3 | 54.51% | FullyReplicated
ReassertionProcessing_Age2 | NeutralProcessing_Age1 | 43.46% | 37.50% | 29.03% | 3 | 36.66% | FullyReplicated
ReassertionProcessing_Age2 | ReassertionProcessing_Age3 | 6.33% | 3.12% | 3.23% | 3 | 4.23% | FullyReplicated
ReassertionProcessing_Age3 | CompressionProcessing_Age1 | 6.67% | N/A | N/A | 1 | 6.67% | InstrumentSpecific
ReassertionProcessing_Age3 | DestructiveRotation_Age1 | 93.33% | 100.00% | 100.00% | 3 | 97.78% | FullyReplicated
RecoveryResolution_Age1 | CompressionProcessing_Age1 | 56.26% | 48.94% | 56.52% | 3 | 53.90% | FullyReplicated
RecoveryResolution_Age1 | NeutralProcessing_Age1 | 12.33% | 10.64% | 15.22% | 3 | 12.73% | FullyReplicated
RecoveryResolution_Age1 | RecoveryResolution_Age2 | 31.42% | 40.43% | 28.26% | 3 | 33.37% | FullyReplicated
RecoveryResolution_Age2 | NeutralProcessing_Age1 | 25.96% | 28.95% | 30.77% | 3 | 28.56% | FullyReplicated
RecoveryResolution_Age2 | RecoveryResolution_Age3 | 74.04% | 71.05% | 69.23% | 3 | 71.44% | FullyReplicated
RecoveryResolution_Age3 | CompressionProcessing_Age1 | 68.92% | 62.96% | 77.78% | 3 | 69.89% | FullyReplicated
RecoveryResolution_Age3 | ExhaustionPersistence_Age1 | 12.35% | 14.81% | N/A | 2 | 13.58% | PartiallyReplicated
RecoveryResolution_Age3 | NeutralProcessing_Age1 | 12.35% | 18.52% | 22.22% | 3 | 17.70% | FullyReplicated
RecoveryResolution_Age3 | RecoveryResolution_Age4 | 6.37% | 3.70% | N/A | 2 | 5.04% | PartiallyReplicated
RecoveryResolution_Age4 | CompressionProcessing_Age1 | 62.50% | 100.00% | N/A | 2 | 81.25% | PartiallyReplicated
RecoveryResolution_Age4 | RecoveryResolution_Age5 | 37.50% | N/A | N/A | 1 | 37.50% | InstrumentSpecific
RecoveryResolution_Age5 | NeutralProcessing_Age1 | 16.67% | N/A | N/A | 1 | 16.67% | InstrumentSpecific
RecoveryResolution_Age5 | RecoveryResolution_Age6-10 | 83.33% | N/A | N/A | 1 | 83.33% | InstrumentSpecific
RecoveryResolution_Age6-10 | CompressionProcessing_Age1 | 60.00% | N/A | N/A | 1 | 60.00% | InstrumentSpecific
RecoveryResolution_Age6-10 | NeutralProcessing_Age1 | 40.00% | N/A | N/A | 1 | 40.00% | InstrumentSpecific

Aggregate Chain Table
Depth | Chain | Probability_6E | Probability_CL | Probability_NQ | ReplicationCount | MeanProbability | Classification
2 | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 | 28.69% | 23.16% | 33.71% | 3 | 28.52% | FullyReplicated
3 | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 | 18.03% | 12.43% | 20.22% | 3 | 16.90% | FullyReplicated
4 | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 | 9.63% | 6.78% | 8.99% | 3 | 8.47% | FullyReplicated
5 | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 | 4.34% | 2.82% | 3.37% | 3 | 3.51% | FullyReplicated
2 | CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 | 16.00% | N/A | N/A | 1 | 16.00% | InstrumentSpecific
3 | CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 | 6.40% | N/A | N/A | 0 | 0.00% | Absent
4 | CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 | 2.56% | N/A | N/A | 0 | 0.00% | Absent
5 | CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 -> CompressionProcessing_Age11-20 | 1.02% | N/A | N/A | 0 | 0.00% | Absent
2 | CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 | 31.83% | 23.91% | 35.29% | 3 | 30.34% | FullyReplicated
3 | CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 | 17.00% | 13.04% | 15.69% | 3 | 15.24% | FullyReplicated
4 | CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 | 7.66% | 5.43% | 5.88% | 3 | 6.32% | FullyReplicated
5 | CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 3.72% | N/A | 3.92% | 2 | 3.82% | PartiallyReplicated
5 | CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 | N/A | 2.72% | N/A | 1 | 2.72% | InstrumentSpecific
2 | CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 | 33.57% | 29.27% | 26.67% | 3 | 29.84% | FullyReplicated
3 | CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 | 15.12% | 12.20% | 10.00% | 3 | 12.44% | FullyReplicated
4 | CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 7.35% | N/A | 6.67% | 2 | 7.01% | PartiallyReplicated
5 | CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 3.57% | N/A | 4.44% | 2 | 4.01% | PartiallyReplicated
4 | CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 | N/A | 6.10% | N/A | 1 | 6.10% | InstrumentSpecific
5 | CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | N/A | 3.47% | N/A | 1 | 3.47% | InstrumentSpecific
2 | CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 | 24.05% | 22.73% | 16.67% | 3 | 21.15% | FullyReplicated
3 | CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 11.69% | N/A | 11.11% | 2 | 11.40% | PartiallyReplicated
4 | CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 5.68% | N/A | 7.41% | 2 | 6.54% | PartiallyReplicated
5 | CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 2.76% | N/A | 4.94% | 2 | 3.85% | PartiallyReplicated
3 | CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 | N/A | 11.36% | N/A | 1 | 11.36% | InstrumentSpecific
4 | CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | N/A | 6.46% | N/A | 1 | 6.46% | InstrumentSpecific
5 | CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | N/A | 3.58% | N/A | 0 | 0.00% | Absent
2 | CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 21.88% | N/A | 25.00% | 2 | 23.44% | PartiallyReplicated
3 | CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 10.63% | N/A | 16.67% | 2 | 13.65% | PartiallyReplicated
4 | CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 5.16% | N/A | 11.11% | 2 | 8.14% | PartiallyReplicated
5 | CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 2.51% | N/A | 7.41% | 2 | 4.96% | PartiallyReplicated
2 | CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 | N/A | 20.83% | N/A | 1 | 20.83% | InstrumentSpecific
3 | CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | N/A | 11.84% | N/A | 1 | 11.84% | InstrumentSpecific
4 | CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | N/A | 6.55% | N/A | 0 | 0.00% | Absent
5 | CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | N/A | 4.96% | N/A | 0 | 0.00% | Absent
2 | CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 23.60% | N/A | 44.44% | 2 | 34.02% | PartiallyReplicated
3 | CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 11.47% | N/A | 29.63% | 2 | 20.55% | PartiallyReplicated
4 | CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 5.57% | N/A | 19.75% | 2 | 12.66% | PartiallyReplicated
5 | CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 2.71% | N/A | 13.17% | 0 | 0.00% | Absent
2 | CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | N/A | 28.43% | N/A | 1 | 28.43% | InstrumentSpecific
3 | CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | N/A | 15.73% | N/A | 0 | 0.00% | Absent
4 | CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | N/A | 11.91% | N/A | 0 | 0.00% | Absent
5 | CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 | N/A | 10.67% | N/A | 0 | 0.00% | Absent
2 | ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 17.55% | 17.17% | 22.83% | 3 | 19.19% | FullyReplicated
3 | ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 9.92% | 9.76% | 13.45% | 3 | 11.04% | FullyReplicated
4 | ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 5.43% | 5.40% | 8.61% | 3 | 6.48% | FullyReplicated
5 | ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 4.06% | 4.09% | 6.38% | 3 | 4.84% | FullyReplicated
2 | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 30.84% | 34.77% | 39.05% | 3 | 34.89% | FullyReplicated
3 | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 16.88% | 19.24% | 24.99% | 3 | 20.37% | FullyReplicated
4 | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 12.62% | 14.57% | 18.52% | 3 | 15.24% | FullyReplicated
5 | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 | 11.47% | 13.06% | 17.85% | 3 | 14.13% | FullyReplicated
2 | DestructiveRotation_Age1 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 | 16.26% | N/A | 17.88% | 2 | 17.07% | PartiallyReplicated
3 | DestructiveRotation_Age1 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 9.19% | N/A | 10.54% | 2 | 9.86% | PartiallyReplicated
4 | DestructiveRotation_Age1 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 5.03% | N/A | 6.74% | 2 | 5.89% | PartiallyReplicated
5 | DestructiveRotation_Age1 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 3.76% | N/A | 5.00% | 2 | 4.38% | PartiallyReplicated
2 | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | N/A | 20.02% | N/A | 1 | 20.02% | InstrumentSpecific
3 | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | N/A | 11.08% | N/A | 1 | 11.08% | InstrumentSpecific
4 | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | N/A | 8.39% | N/A | 1 | 8.39% | InstrumentSpecific
5 | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 | N/A | 7.52% | N/A | 1 | 7.52% | InstrumentSpecific
2 | DestructiveRotation_Age2 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 | 24.56% | 20.39% | N/A | 2 | 22.47% | PartiallyReplicated
3 | DestructiveRotation_Age2 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 13.88% | 11.59% | N/A | 2 | 12.73% | PartiallyReplicated
4 | DestructiveRotation_Age2 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 7.59% | 6.41% | N/A | 2 | 7.00% | PartiallyReplicated
5 | DestructiveRotation_Age2 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 5.68% | 4.86% | N/A | 2 | 5.27% | PartiallyReplicated
2 | DestructiveRotation_Age2 -> DestructiveRotation_Age3 -> DecayToNeutral_Age1 | N/A | N/A | 36.36% | 1 | 36.36% | InstrumentSpecific
3 | DestructiveRotation_Age2 -> DestructiveRotation_Age3 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 | N/A | N/A | 24.10% | 1 | 24.10% | InstrumentSpecific
4 | DestructiveRotation_Age2 -> DestructiveRotation_Age3 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | N/A | N/A | 14.20% | 1 | 14.20% | InstrumentSpecific
5 | DestructiveRotation_Age2 -> DestructiveRotation_Age3 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | N/A | N/A | 9.09% | 1 | 9.09% | InstrumentSpecific
2 | DestructiveRotation_Age3 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | N/A | 51.98% | N/A | 1 | 51.98% | InstrumentSpecific
3 | DestructiveRotation_Age3 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 | N/A | 23.16% | N/A | 0 | 0.00% | Absent
